X87,Agressão por pesticidas,–,–,–,–,–,–,–,–,–,–,–,–
X88,Agressão por meio de gases e vapores,–,–,–,–,–,–,–,–,–,–,–,–
X89,Agressão por meio de outros produtos químicos e e substância,–,–,–,–,–,–,–,–,–,–,–,–
X90,Agressão por meio de produtos químicos e substâncias nociva,–,–,–,–,–,–,–,–,–,–,–,–
X91,"Agressão por meio de enforcamento, estrangulamento e sufoc",–,–,–,–,–,–,–,–,–,–,–,–
X92,Agressão por meio de afogamento e submersão,–,–,–,–,–,–,–,–,–,–,–,–
X93,Agressão por meio de disparo de arma de fogo de mão,–,–,–,–,–,–,–,–,–,–,–,–
X94,"Agressão por meio de disparo de espingarda, carabina ou arm",–,–,–,–,–,–,–,–,–,–,–,–
X95,Agressão por meio de disparo de outra arma de fogo ou de arm,–,–,–,–,–,–,–,–,–,–,–,–
X96,Agressão por meio de material explosivo,–,–,–,–,–,–,–,–,–,–,–,–
X97,"Agressão por meio de fumaça, fogo e chamas",–,–,–,–,–,–,–,–,–,–,–,–
X98,"Agressão por meio de vapor de água, gases ou objetos quente",–,–,–,–,–,–,–,–,–,–,–,–
X99,Agressão por meio de objeto cortante ou penetrante,–,–,–,–,–,–,–,–,–,–,–,–
Y00,Agressão por meio de um objeto contundente,–,–,–,–,–,–,–,–,–,–,–,–
Y01,Agressão por meio de projeção de um lugar elevado,–,–,–,–,–,–,–,–,–,–,–,–
Y02,Agressão por meio de projeção ou colocação da vítima diante,–,–,–,–,–,–,–,–,–,–,–,–
Y03,Agressão por meio de impacto de um veículo a motor,–,–,–,–,–,–,–,–,–,–,–,–
Y04,Agressão por meio de força corporal,–,–,–,–,–,–,–,–,–,–,–,–
Y05,Agressão sexual por meio de força física,–,–,–,–,–,–,–,–,–,–,–,–
Y06,Negligência e abandono,–,–,–,–,–,–,–,–,–,–,–,–
Y07,Outras síndromes de maus tratos,–,–,–,–,–,–,–,–,–,–,–,–
Y08,Agressão por outros meios especificados,–,–,–,–,–,–,–,–,–,–,–,–
Y09,Agressão por meios não especificados,–,–,–,–,–,–,–,–,–,–,–,–
Y10-Y34,Eventos (fatos) cuja intenção é indeterminada,–,–,–,–,–,–,–,–,–,–,–,–
Y10,"Envenenamento [intoxicação] por e exposição a analgésicos, a",–,–,–,–,–,–,–,–,–,–,–,–
Y11,Envenenamento [intoxicação] por e exposição a anticonvulsiva,–,–,–,–,–,–,–,–,–,–,–,–
Y12,Envenenamento [intoxicação] por e exposição a narcóticos e a,–,–,–,–,–,–,–,–,–,–,–,–
Y13,Envenenamento [intoxicação] por e exposição a outras substâ,–,–,–,–,–,–,–,–,–,–,–,–
Y14,Envenenamento [intoxicação] por e exposição a outras drogas,–,–,–,–,–,–,–,–,–,–,–,–
Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenç",–,–,–,–,–,–,–,–,–,–,–,–
Y16,Envenenamento [intoxicação] por e exposição a solventes orgâ,–,–,–,–,–,–,–,–,–,–,–,–
Y17,Envenenamento [intoxicação] por e exposição a outros gases,–,–,–,–,–,–,–,–,–,–,–,–
Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, int",–,–,–,–,–,–,–,–,–,–,–,–
Y19,Envenenamento [intoxicação] por e exposição a outros produto,–,–,–,–,–,–,–,–,–,–,–,–
Y20,"Enforcamento, estrangulamento e sufocação, intenção não det",–,–,–,–,–,–,–,–,–,–,–,–
Y21,"Afogamento e submersão, intenção não determinada",–,–,–,–,–,–,–,–,–,–,–,–
Y22,"Disparo de pistola, intenção não determinada",–,–,–,–,–,–,–,–,–,–,–,–
Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, inte",–,–,–,–,–,–,–,–,–,–,–,–
Y24,Disparo de outra arma de fogo e de arma de fogo não especifi,–,–,–,–,–,–,–,–,–,–,–,–
Y25,"Contato com material explosivo, intenção não determinada",–,–,–,–,–,–,–,–,–,–,–,–
Y26,"Exposição a fumaça, fogo e chamas, intenção não determinad",–,–,–,–,–,–,–,–,–,–,–,–
Y27,"Exposição a vapor de água, gases ou objetos quentes, intençã",–,–,–,–,–,–,–,–,–,–,–,–
Y28,"Contato com objeto cortante ou penetrante, intenção não deter",–,–,–,–,–,–,–,–,–,–,–,–
Y29,"Contato com objeto contundente, intenção não determinada",–,–,–,–,–,–,–,–,–,–,–,–
Y30,"Queda, salto ou empurrado de um lugar elevado, intenção não",–,–,–,–,–,–,–,–,–,–,–,–
Y31,"Queda, permanência ou corrida diante de um objeto em movim",–,–,–,–,–,–,–,–,–,–,–,–
Y32,"Impacto de um veículo a motor, intenção não determinada",–,–,–,–,–,–,–,–,–,–,–,–
Y33,"Outros fatos ou eventos especificados, intenção não determina",–,–,–,–,–,–,–,–,–,–,–,–
Y34,Fatos ou eventos não especificados e intenção não determinad,–,–,–,–,–,–,–,–,–,–,–,–
Y35-Y36,Intervenções legais e operações de guerra,–,–,–,–,–,–,–,–,–,–,–,–
Y35,Intervenção legal,–,–,–,–,–,–,–,–,–,–,–,–
Y36,Operações de guerra,–,–,–,–,–,–,–,–,–,–,–,–
Y40-Y84,Complicações de assistência médica e cirúrgica,–,–,–,–,–,–,–,–,–,–,–,–
Y40-Y59,"Efeitos adversos de drogas, medicamentos e substâncias",–,–,–,–,–,–,–,–,–,–,–,–
Y40,Antibióticos sistêmicos,–,–,–,–,–,–,–,–,–,–,–,–
Y41,Outros antiinfecciosos e antiparasitários sistêmicos,–,–,–,–,–,–,–,–,–,–,–,–
Y42,"Hormônios e seus substitutos sintéticos e antagonistas, não cla",–,–,–,–,–,–,–,–,–,–,–,–
Y43,Substâncias de ação primariamente sistêmica,–,–,–,–,–,–,–,–,–,–,–,–
Y44,Substâncias farmacológicas que atuam primariamente sobre o,–,–,–,–,–,–,–,–,–,–,–,–
Y45,"Substâncias analgésicas, antipiréticas e antiinflamatórias",–,–,–,–,–,–,–,–,–,–,–,–
Y46,Drogas anticonvulsivantes (anti-epilépticas) e antiparkinsonian,–,–,–,–,–,–,–,–,–,–,–,–
Y47,"Sedativos, hipnóticos e tranquilizantes [ansiolíticos]",–,–,–,–,–,–,–,–,–,–,–,–
Y48,Anestésicos e gases terapêuticos,–,–,–,–,–,–,–,–,–,–,–,–
Y49,"Substâncias psicotrópicas, não classificadas em outra parte",–,–,–,–,–,–,–,–,–,–,–,–
Y50,"Estimulantes do sistema nervoso central, não classificados em",–,–,–,–,–,–,–,–,–,–,–,–
Y51,Drogas que atuam primariamente sobre o sistema nervoso aut,–,–,–,–,–,–,–,–,–,–,–,–
Y52,Substâncias que atuam primariamente sobre o aparelho cardio,–,–,–,–,–,–,–,–,–,–,–,–
Y53,Substâncias que atuam primariamente sobre o aparelho gastro,–,–,–,–,–,–,–,–,–,–,–,–
Y54,Substâncias que atuam primariamente sobre o metabolismo da,–,–,–,–,–,–,–,–,–,–,–,–
Y55,Substâncias que atuam primariamente sobre os músculos lisos,–,–,–,–,–,–,–,–,–,–,–,–
Y56,Substâncias de uso tópico que atuam primariamente sobre a p,–,–,–,–,–,–,–,–,–,–,–,–
Y57,Outras drogas e medicamentos e as não especificadas,–,–,–,–,–,–,–,–,–,–,–,–
Y58,Vacinas bacterianas,–,–,–,–,–,–,–,–,–,–,–,–
Y59,Outras vacinas e substâncias biológicas e as não especificada,–,–,–,–,–,–,–,–,–,–,–,–
Y60-Y69,Acidentes ocorridos em pacientes durante a prestação de,–,–,–,–,–,–,–,–,–,–,–,–
Y60,"Corte, punção, perfuração ou hemorragia acidentais durante a",–,–,–,–,–,–,–,–,–,–,–,–
Y61,Objeto estranho deixado acidentalmente no corpo durante a pr,–,–,–,–,–,–,–,–,–,–,–,–
Y62,Assepsia insuficiente durante a prestação de cuidados cirúrgic,–,–,–,–,–,–,–,–,–,–,–,–
Y63,Erros de dosagem durante a prestação de cuidados médicos e,–,–,–,–,–,–,–,–,–,–,–,–
Y64,Medicamentos ou substâncias biológicas contaminadas,–,–,–,–,–,–,–,–,–,–,–,–
Y65,Outros acidentes durante a prestação de cuidados médicos e c,–,–,–,–,–,–,–,–,–,–,–,–
Y66,Não administração de cuidado médico e cirúrgico,–,–,–,–,–,–,–,–,–,–,–,–
Y69,Acidente não especificado durante a prestação de cuidado mé,–,–,–,–,–,–,–,–,–,–,–,–
Y70-Y82,Incidentes adversos durante atos diagnósticos ou terapêu,–,–,–,–,–,–,–,–,–,–,–,–
Y70,"Dispositivos (aparelhos) de anestesiologia, associados a incide",–,–,–,–,–,–,–,–,–,–,–,–
Y71,"Dispositivos (aparelhos) cardiovasculares, associados a incide",–,–,–,–,–,–,–,–,–,–,–,–
Y72,"Dispositivos (aparelhos) utilizados em otorrinolaringologia, ass",–,–,–,–,–,–,–,–,–,–,–,–
Y73,Dispositivos (aparelhos) usados em gastroenterologia e em uro,–,–,–,–,–,–,–,–,–,–,–,–
Y74,"Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, a",–,–,–,–,–,–,–,–,–,–,–,–
Y75,"Dispositivos (aparelhos) utilizados em neurologia, associados a",–,–,–,–,–,–,–,–,–,–,–,–
Y76,Dispositivos (aparelhos) utilizados em obstetrícia e em ginecol,–,–,–,–,–,–,–,–,–,–,–,–
Y77,"Dispositivos (aparelhos) utilizados em oftalmologia, associados",–,–,–,–,–,–,–,–,–,–,–,–
Y78,"Dispositivos (aparelhos) utilizados em radiologia, associados a",–,–,–,–,–,–,–,–,–,–,–,–
Y79,"Dispositivos (aparelhos) ortopédicos, associado a incidentes a",–,–,–,–,–,–,–,–,–,–,–,–
Y80,Dispositivos (aparelhos) utilizados em medicina física (fisiatria),–,–,–,–,–,–,–,–,–,–,–,–
Y81,Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia,–,–,–,–,–,–,–,–,–,–,–,–
Y82,Outros dispositivos (aparelhos) associados a incidentes advers,–,–,–,–,–,–,–,–,–,–,–,–
Y83-Y84,Reação anormal em paciente ou complicação tardia causa,–,–,–,–,–,–,–,–,–,–,–,–
Y83,"Reação anormal em paciente ou complicação tardia, causadas",–,–,–,–,–,–,–,–,–,–,–,–
Y84,"Reação anormal em paciente ou complicação tardia, causadas",–,–,–,–,–,–,–,–,–,–,–,–
Y85-Y89,Seqüelas de causas externas de morbidade e de mortalida,–,–,–,–,–,–,–,–,–,–,–,–
Y85,Seqüelas de acidentes de transporte,–,–,–,–,–,–,–,–,–,–,–,–
Y86,Seqüelas de outros acidentes,–,–,–,–,–,–,–,–,–,–,–,–
Y87,"Seqüelas de uma lesão autoprovocada intencionalmente, de a",–,–,–,–,–,–,–,–,–,–,–,–
Y88,Seqüelas de cuidado médico ou cirúrgico considerados como u,–,–,–,–,–,–,–,–,–,–,–,–
Y89,Seqüelas de outras causas externas,–,–,–,–,–,–,–,–,–,–,–,–
Y90-Y98,Fatores suplementares relacionados com as causas de mo,–,–,–,–,–,–,–,–,–,–,–,–
Y90,Evidência de alcoolismo determinada por taxas de alcoolemia,–,–,–,–,–,–,–,–,–,–,–,–
Y91,Evidência de alcoolismo determinada pelo nível da intoxicação,–,–,–,–,–,–,–,–,–,–,–,–
Y95 Circunstância relativa as condições nosocomiais (hospitalares),,–,–,–,–,–,–,–,–,–,–,–,–
Y96 Circunstância relativa às condições de trabalho,,–,–,–,–,–,–,–,–,–,–,–,–
Y97 Circunstâncias relativas a condições de poluição ambiental,,–,–,–,–,–,–,–,–,–,–,–,–
Y98 Circunstâncias relativas a condições do modo de vida,,–,–,–,–,–,–,–,–,–,–,–,–
Capítulo XXI: Fatores que influenciam o estado de saúde e o contato,,21,10,20,16,12,17,14,9,20,34,26,32
Z00-Z13 Pessoas em contato com os serviços de saúde para exam,,21,10,20,16,12,17,14,8,19,34,26,31
Z00 Exame geral e investigação de pessoas sem queixas ou diagn,,–,–,–,–,–,–,–,–,–,–,–,–
Z01 Outros exames e investigações especiais de pessoas sem que,,–,–,–,–,–,–,–,–,–,–,–,–
Z02 Exame médico e consulta com finalidades administrativas,,–,–,–,–,–,–,–,–,–,–,–,–
Z03 Observação e avaliação médica por doenças e afecções suspe,,21,10,20,16,12,17,14,8,19,34,26,31
Z04 Exame e observação por outras razões,,–,–,–,–,–,–,–,–,–,–,–,–
Z08 Exame de seguimento após tratamento por neoplasia maligna,,–,–,–,–,–,–,–,–,–,–,–,–
Z09 Exame de seguimento após tratamento de outras afecções qu,,–,–,–,–,–,–,–,–,–,–,–,–
"Z10 Exame geral de rotina (""check up"") de uma subpopulação defin",,–,–,–,–,–,–,–,–,–,–,–,–
"Z11 Exame especial de rastreamento (""screening"") de doenças infe",,–,–,–,–,–,–,–,–,–,–,–,–
"Z12 Exame especial de rastreamento (""screening"") de neoplasias",,–,–,–,–,–,–,–,–,–,–,–,–
"Z13 Exame especial de rastreamento (""screening"") de outros transt",,–,–,–,–,–,–,–,–,–,–,–,–
Z20-Z29 Pessoas com riscos potenciais à saúde relacionados com,,–,–,–,–,–,–,–,–,–,–,–,–
Z20 Contato com e exposição a doenças transmissíveis,,–,–,–,–,–,–,–,–,–,–,–,–
Z21 Estado de infecção assintomática pelo vírus da imunodeficiênc,,–,–,–,–,–,–,–,–,–,–,–,–
Z22 Portador de doença infecciosa,,–,–,–,–,–,–,–,–,–,–,–,–
Z23 Necessidade de imunização contra uma única doença bacteria,,–,–,–,–,–,–,–,–,–,–,–,–
Z24 Necessidade de imunização contra algumas doenças virais ún,,–,–,–,–,–,–,–,–,–,–,–,–
Z25 Necessidade de imunização contra outras doenças virais única,,–,–,–,–,–,–,–,–,–,–,–,–
Z26 Necessidade de imunização contra outras doenças infecciosas,,–,–,–,–,–,–,–,–,–,–,–,–
Z27 Necessidade de imunização associada contra combinações de,,–,–,–,–,–,–,–,–,–,–,–,–
